pmid,pmc_id,title,primary_type,journal,publication_date,doi,has_fulltext,appeared_in_iterations,num_iterations
41211659,PMC12604109,Chest CT-derived body composition parameters for outcome prediction in sepsis patients with pneumonia.,Journal Article,Annals of medicine,,10.1080/07853890.2025.2584421,True,iteration_2_and_3_combined,1
41211667,PMC12602958,Clinical implications of bronchoalveolar lavage fluid cellular analysis in fibrotic interstitial lung disease combined with CT quantification.,Journal Article,Therapeutic advances in respiratory disease,,10.1177/17534666251393075,True,iteration_2_and_3_combined,1
41212595,PMC12604638,Rapid detection of Seneca Valley virus based on reverse transcription recombinase polymerase amplification and CRISPR-Cas13a.,Journal Article,Virulence,,10.1080/21505594.2025.2585719,True,iteration_2_and_3_combined,1
41212643,PMC12604108,Implementing a sepsis prediction score in out-of-hours primary care: Feasibility and acceptability study.,Journal Article,The European journal of general practice,,10.1080/13814788.2025.2574869,True,iteration_2_and_3_combined,1
41212877,PMC12599946,Identification and validation of the important role of tryptophan-related gene CYP1B1 in the development and progression of sepsis.,Journal Article,PloS one,,10.1371/journal.pone.0335944,True,iteration_2_and_3_combined,1
41213642,PMC12604637,"Safety and immunogenicity of a tetravalent dengue vaccine (CYD-TDV) in HIV-positive adults aged 18-50 years in Brazil: Results from a phase II, randomized, observer-blind, placebo-controlled trial.",Journal Article,Human vaccines & immunotherapeutics,,10.1080/21645515.2025.2582237,True,iteration_2_and_3_combined,1
41214450,PMC12602164,"A Systematic Review of New, Enhanced Surveillance Systems and Methodologies for Zoonotic Influenza Viruses in Animals and Human-Animal Interface.",Review,Influenza and other respiratory viruses,,10.1111/irv.70178,True,iteration_2_and_3_combined,1
41214477,,"Effectiveness of antiviral, immunomodulatory and platelet-enhancing agents for treatment of dengue infection: A systematic review.",Review,Virulence,,10.1080/21505594.2025.2587491,False,iteration_2_and_3_combined,1
41215725,PMC12605878,"HIV self-testing lived experiences of female sex workers in the Garden City, Eastern Nigeria.",Journal Article,"Women's health (London, England)",,10.1177/17455057251385803,True,iteration_2_and_3_combined,1
41215765,PMC12597010,Glycolysis inhibition via pH-responsive nanoparticles modulates macrophage reprogramming for sepsis immunotherapy.,Journal Article,Materials today. Bio,,10.1016/j.mtbio.2025.102465,True,iteration_2_and_3_combined,1
41215971,PMC12479146,RETRACTION: COVID-19 Semantic Pneumonia Segmentation and Classification Using Artificial Intelligence.,Journal Article,Contrast media & molecular imaging,,10.1155/cmmi/9825347,True,iteration_2_and_3_combined,1
41215973,PMC12596597,Increase of Inhibitory Siglec receptors on T cells mitigates severe immune reactions during acute viral infections.,Journal Article,PNAS nexus,,10.1093/pnasnexus/pgaf340,True,iteration_2_and_3_combined,1
41216008,PMC12596640,"Immune dysregulation in type 2 diabetes mellitus: Implications for tuberculosis, COVID-19, and HIV/AIDS.",Review,Infectious medicine,,10.1016/j.imj.2025.100211,True,iteration_2_and_3_combined,1
41216009,PMC12597069,"Seroprevalence of seven climate-sensitive zoonoses in Greenland and northern Sweden (1998-2017): High antibody prevalence against Rickettsia and Leptospira, with Leptospira possibly linked to global warming.",Journal Article,"One health (Amsterdam, Netherlands)",,10.1016/j.onehlt.2025.101244,True,iteration_2_and_3_combined,1
41216049,PMC12596822,Tinea Blepharociliaris: A Case Report.,Journal Article,Cureus,,10.7759/cureus.94274,True,iteration_2_and_3_combined,1
41216051,PMC12597121,King Kong Pox: A Case of Severe Mpox and Bartonella Co-infection in a Patient Living With Human Immunodeficiency Virus (HIV).,Journal Article,Cureus,,10.7759/cureus.94219,True,iteration_2_and_3_combined,1
41216054,PMC12596170,Hematological Indices and Abnormalities in Chronic Kidney Disease and Their Associations With Disease Severity.,Journal Article,Cureus,,10.7759/cureus.94222,True,iteration_2_and_3_combined,1
41216065,PMC12597120,Potential Dysphagia Following COVID-19 Infection Due to Cervical Osteophytes: A Case Report.,Journal Article,Cureus,,10.7759/cureus.94248,True,iteration_2_and_3_combined,1
41216124,PMC12597256,Development of a Novel Loop-Mediated Isothermal Amplification (LAMP) for Rapid Diagnosis of Newcastle Disease in Field and Resource-Limited Areas.,Journal Article,"Veterinary medicine (Auckland, N.Z.)",,10.2147/VMRR.S549952,True,iteration_2_and_3_combined,1
41216138,PMC12597046,Trends in influenza vaccine disparities in the U.S. following the introduction of COVID-19: Insights from the national health interview survey.,Journal Article,Preventive medicine reports,,10.1016/j.pmedr.2025.103288,True,iteration_2_and_3_combined,1
41216203,PMC12596874,Protective role of selenium in sepsis: Mechanisms and potential therapeutic strategies.,Review,"Open medicine (Warsaw, Poland)",,10.1515/med-2025-1296,True,iteration_2_and_3_combined,1
41216213,PMC12597289,Adverse health outcomes among migrant workers and transnational families in the Asia-Pacific: a systematic review and meta-analysis.,Journal Article,The Lancet regional health. Western Pacific,,10.1016/j.lanwpc.2025.101720,True,iteration_2_and_3_combined,1
41216214,PMC12596541,"Clinical features of yellow fever in cases from Bolivia, Ecuador, Colombia, and Peru (2023-2025): A descriptive retrospective study.",Journal Article,New microbes and new infections,,10.1016/j.nmni.2025.101651,True,iteration_2_and_3_combined,1
41216246,PMC12597310,Hydatid Cyst of the Thigh With Incidental Hepatitis B: A Rare Case.,Journal Article,Cureus,,10.7759/cureus.96444,True,iteration_2_and_3_combined,1
41216247,PMC12596169,"Solitary Neurocysticercosis: A Challenging Diagnosis, a Simple Treatment.",Journal Article,Cureus,,10.7759/cureus.96293,True,iteration_2_and_3_combined,1
41216250,PMC12597109,Milk-Alkali Syndrome in the Context of Pulmonary Tuberculosis: An Overlooked Aetiology of Hypercalcaemia.,Journal Article,Cureus,,10.7759/cureus.96369,True,iteration_2_and_3_combined,1
41216271,PMC12596461,"The association between deceased donor body mass index and liver steatosis, fibrosis, portal infiltrates and patients' prognosis: a retrospective cohort study.",Journal Article,Translational gastroenterology and hepatology,,10.21037/tgh-25-19,True,iteration_2_and_3_combined,1
41216272,PMC12596434,Chronic hepatitis E and hepatitis E seroprevalence in immunosuppressed patients: a prospective study.,Journal Article,Translational gastroenterology and hepatology,,10.21037/tgh-24-154,True,iteration_2_and_3_combined,1
41216277,PMC12596440,The effect of metabolic dysfunction-associated steatotic liver disease on the disease progression in patients with COVID-19 associated pneumonia.,Journal Article,Translational gastroenterology and hepatology,,10.21037/tgh-25-24,True,iteration_2_and_3_combined,1
41216278,PMC12596419,"Progress towards ""The Treat-All Approach"" for hepatitis B.",Editorial,Translational gastroenterology and hepatology,,10.21037/tgh-25-78,True,iteration_2_and_3_combined,1
41216282,PMC12596453,Causal effects of immune cell phenotypes on the risk of autoimmune liver diseases: a bidirectional two-sample Mendelian randomization study.,Journal Article,Translational gastroenterology and hepatology,,10.21037/tgh-25-2,True,iteration_2_and_3_combined,1
41216306,PMC12596955,Severe emphysematous pyelonephritis with extensive extra-renal gas dissemination: A radiological emergency.,Journal Article,Radiology case reports,,10.1016/j.radcr.2025.08.089,True,iteration_2_and_3_combined,1
41216332,PMC12596503,Microbiome dysbiosis and endometriosis: a systematic scoping review of current literature and knowledge gaps.,Review,Human reproduction open,,10.1093/hropen/hoaf061,True,iteration_2_and_3_combined,1
41216335,PMC12596846,ICAM1-Mediated Endothelial Cells and Macrophage Interactions in Modulating GBM Malignant Transformation.,Journal Article,Journal of inflammation research,,10.2147/JIR.S544632,True,iteration_2_and_3_combined,1
41216418,PMC12596373,Mortality and Causes of Death in Patients With Mycobacterium avium Complex Isolates Through 28 Years.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf646,True,iteration_2_and_3_combined,1
41216420,PMC12596407,Lenacapavir Plus Cabotegravir as Combination Treatment: Real-world Use Cases From the National Clinician Consultation Center.,Clinical Trial,Open forum infectious diseases,,10.1093/ofid/ofaf651,True,iteration_2_and_3_combined,1
41216421,PMC12596559,HIV Pre-exposure Prophylaxis Does Not Increase Gonorrhea and Chlamydia Incidence in Young Black and Hispanic Men who Have Sex With Men: An Observational Cohort Study.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf605,True,iteration_2_and_3_combined,1
41216422,PMC12596360,Lessons Learned From A Geriatric Referral Model in People With HIV.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf661,True,iteration_2_and_3_combined,1
41216423,PMC12596657,Potential Health and Cost Impacts of a Point-of-Care Test for Neonatal Sepsis and Possible Serious Bacterial Infections in Infants: A Modeling Analysis in Two Settings.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf652,True,iteration_2_and_3_combined,1
41216424,PMC12596388,Evaluation of Cardiovascular Risk Factors Among Adults With Perinatally Acquired HIV.,Journal Article,Open forum infectious diseases,,10.1093/ofid/ofaf629,True,iteration_2_and_3_combined,1
41216483,PMC12596893,Pharmacogenetics in Tuberculosis-HIV Coinfected Populations: A Systematic Review of Genetic Variants Influencing Antiretroviral and Anti-Tuberculosis Drug Response.,Review,Journal of multidisciplinary healthcare,,10.2147/JMDH.S555909,True,iteration_2_and_3_combined,1
41216486,PMC12596560,Immunomodulatory effect of Moringa oleifera and Phyllanthus niruri extracts on anti-HBV cytokine production by human peripheral blood mononuclear cells.,Journal Article,Open research Europe,,10.12688/openreseurope.20378.2,True,iteration_2_and_3_combined,1
41216558,PMC12281308,"Corrigendum to ""Prevalence and determinants to COVID-19 vaccine hesitancy among people living with HIV in Bench Sheko zone, Southwest Ethiopia: A multi-center study"" [Heliyon Volume 10, Issue 6, March 30, 2024, Article e27901].",Published Erratum,Heliyon,,10.1016/j.heliyon.2025.e43593,True,iteration_2_and_3_combined,1
41216576,PMC12596854,Clinical Utility of Monocyte-to-Lymphocyte Ratio and Prognostic Nutritional Index in Diagnosing Smear-Negative Pulmonary Tuberculosis with Negative IGRA Results.,Journal Article,Infection and drug resistance,,10.2147/IDR.S554475,True,iteration_2_and_3_combined,1
41216577,PMC12597293,Power of public health advice: Effectiveness and spillover effects of federal vaccine recommendations.,Journal Article,"Public health in practice (Oxford, England)",,10.1016/j.puhip.2025.100667,True,iteration_2_and_3_combined,1
41216583,PMC12443507,RETRACTION: Pneumonia Detection in Chest X-Ray Images Using Enhanced Restricted Boltzmann Machine.,Journal Article,Journal of healthcare engineering,,10.1155/johe/9806564,True,iteration_2_and_3_combined,1
41216586,PMC12597295,Risk Estimates of Five Adverse Outcomes Following Hip and Spine Surgery Among Children with Cerebral Palsy to Inform Peri-operative Care.,Journal Article,Journal of the Pediatric Orthopaedic Society of North America,,10.1016/j.jposna.2025.100256,True,iteration_2_and_3_combined,1
41216587,PMC12597302,Minimally Invasive Irrigation of Neonatal Septic Arthritis Using 18-Gauge Needle Portals.,Journal Article,Journal of the Pediatric Orthopaedic Society of North America,,10.1016/j.jposna.2025.100276,True,iteration_2_and_3_combined,1
41216613,PMC12597045,Telomere biology disorder presented with de novo pneumocystis jirovecii pneumonia: A case report.,Journal Article,Respiratory medicine case reports,,10.1016/j.rmcr.2025.102313,True,iteration_2_and_3_combined,1
41216630,PMC12596762,Incidence of Mother-to-Child Transmission of HIV and Associated Factors in Postpartum Women in Cameroon.,Journal Article,International journal of MCH and AIDS,,10.25259/IJMA_23_2025,True,iteration_2_and_3_combined,1
41216633,PMC12596807,Effectiveness of Human Immunodeficiency Virus Index Testing: A Global Scoping Review.,Review,International journal of MCH and AIDS,,10.25259/IJMA_4_2025,True,iteration_2_and_3_combined,1
41216864,PMC12603792,HIF-1 Targeting Intervention Renders Protection From Alzheimer's-Like Pathology in a Humanized Mice Model of HIV Infection.,Journal Article,Journal of extracellular vesicles,,10.1002/jev2.70191,True,iteration_2_and_3_combined,1
41216976,,Procalcitonin evaluation of antibiotic use in COVID-19 hospitalised patients: The PEACH mixed methods study.,Journal Article,"Health technology assessment (Winchester, England)",,10.3310/GGFF9393,False,iteration_2_and_3_combined,1
41217032,,Mutations in the Esx-3 secretion system confer resistance to multiple chemical scaffolds in Mycobacterium tuberculosis.,Journal Article,"Microbiology (Reading, England)",,10.1099/mic.0.001625,False,iteration_2_and_3_combined,1
41217793,PMC12605889,Twice-Yearly Injectable Pre-Exposure Prophylaxis With Lenacapavir: Redefining Adherence and Access in the Global Fight Against HIV.,Review,Journal of the International Association of Providers of AIDS Care,,10.1177/23259582251390622,True,iteration_2_and_3_combined,1
41217819,PMC12604733,Gene dependence during mammalian Acinetobacter baumannii pneumonia and septicaemia infections.,Journal Article,Microbial genomics,,10.1099/mgen.0.001556,True,iteration_2_and_3_combined,1
41217826,PMC12605881,Complement Overactivation as a Causal Driver of Sepsis-Associated Coagulopathy: A Mendelian Randomization Study from the UK Biobank.,Journal Article,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis,,10.1177/10760296251396143,True,iteration_2_and_3_combined,1
41217957,PMC12604761,A contemporary genomic snapshot of Salmonella Paratyphi A in Pakistan.,Journal Article,Microbial genomics,,10.1099/mgen.0.001561,True,iteration_2_and_3_combined,1
